date,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2020-08-21,2,2,7,0,1,,0,213,6,0,13,1,2,4,2,39,0,5,9,0,0,0,,61,,11,0,1051,0,0,7,0,0,,0,14,0,0,0,0,52,0,385,0,0,,7,0,1,1,0,0,5,1,0,1,,28,48,19,6,0,,0,0,17,,,0,0,24,,0,3,0,3,0,,3,,,26,0,0,1,0,13,0,2,0,945,82,112,75,0,0,13,9,1,15,0,0,16,,10,2,-443,,0,3,0,0,7,0,1,0,,1,1,0,2,0,1,,0,0,504,,8,0,,1,0,42,0,0,1,11,4,,0,0,0,4,3,0,0,10,,2,15,0,12,505,57,13,4,0,42,90,0,,,,,,,0,0,32,1,3,,0,0,0,1,,0,225,0,0,25,0,0,1,5,1,1,0,1,0,0,,0,,0,1,22,0,0,23,1,2,1101,1,8,,,6,0,,1,3,1
2020-08-22,0,5,6,0,0,,0,118,8,1,17,2,3,0,2,46,0,5,3,1,0,0,,76,,6,0,828,0,0,0,0,0,,0,1,0,0,0,0,69,0,400,0,0,,8,1,1,0,0,0,0,3,1,0,,21,29,12,8,0,,0,2,25,,,0,0,9,,0,0,0,6,0,,2,,,48,0,0,1,0,11,2,0,0,912,94,126,70,1,0,10,3,0,6,0,0,10,,9,2,0,,0,5,0,0,8,0,1,0,,0,2,0,0,0,0,,0,0,644,,6,0,,2,0,41,0,0,4,9,5,,0,0,0,1,6,0,0,12,,3,19,0,10,521,26,13,2,0,37,120,0,,,,,,,0,0,39,4,3,,0,0,0,1,,0,144,0,0,0,1,3,1,0,1,2,0,0,0,0,,0,,1,4,22,0,1,38,2,18,979,0,7,,,6,1,,4,2,1
2020-08-23,0,5,11,0,2,,0,137,2,0,15,0,3,2,1,34,0,5,4,0,0,0,,67,,0,0,455,0,0,6,0,0,,0,4,0,0,0,0,60,0,348,0,0,,7,0,1,2,0,0,1,0,0,0,,13,33,19,7,0,,0,2,16,,,0,0,0,,0,3,0,3,0,,2,,,14,0,0,0,0,11,0,2,0,836,86,141,75,0,0,13,7,0,9,1,148,6,,10,2,1,,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,226,,5,0,,0,0,30,0,0,6,3,0,,0,0,0,5,1,0,0,13,,3,14,0,13,514,32,4,2,0,39,73,1,,,,,,,0,0,30,3,3,,0,0,0,0,,0,72,0,0,0,0,0,1,0,1,4,0,0,0,0,,0,,1,3,19,0,0,27,3,6,495,0,6,,,6,1,,7,1,2
2020-08-24,2,4,11,0,4,,0,381,2,0,8,1,1,15,1,42,0,4,4,4,0,0,,69,,15,0,723,0,0,18,0,0,,0,8,0,0,0,0,64,0,296,0,1,,7,1,2,0,0,0,3,0,1,0,,6,12,18,8,0,,1,0,14,,,0,1,16,,0,0,1,1,2,,0,,,17,2,0,0,0,29,0,0,0,848,79,133,91,0,0,16,4,0,13,2,0,6,,13,3,1,,0,3,0,0,11,0,1,0,,0,1,0,1,0,0,,0,0,320,,5,0,,0,0,32,1,0,4,8,2,,0,0,0,2,4,0,28,0,,5,14,0,14,524,12,5,5,1,37,65,2,,,,,,,0,0,42,3,3,,0,0,0,2,,0,100,1,0,34,0,3,2,0,1,3,0,0,0,0,,0,,1,0,18,0,2,22,1,4,442,0,7,,,8,0,,2,0,0
2020-08-25,10,5,10,0,2,,0,197,4,1,24,0,2,2,1,45,0,6,0,0,0,0,,86,,13,0,1203,0,0,9,0,0,,2,5,0,0,0,1,42,0,277,0,0,,14,0,2,0,0,0,1,0,0,0,,12,46,18,9,0,,0,1,17,,,0,0,19,,0,3,1,5,7,,1,,,19,2,0,0,0,20,1,1,0,967,99,125,77,0,0,19,4,3,14,0,0,5,,8,1,0,,0,12,0,0,4,0,0,0,,0,1,0,1,0,0,,0,0,650,,15,0,,3,0,35,0,0,1,7,5,,0,4,0,3,5,0,5,11,,0,13,0,12,511,28,17,4,0,58,118,1,,,,,,,0,0,31,2,4,,0,0,0,0,,2,149,2,0,52,0,1,1,4,0,3,0,1,0,0,,0,,0,0,24,0,3,27,1,16,1234,1,4,,,6,0,,2,2,11
2020-08-26,4,4,9,0,1,,0,276,3,0,23,0,1,2,0,54,0,5,-117,1,1,0,,62,,11,0,1079,0,0,14,0,0,,0,5,1,0,0,0,32,0,295,0,0,,10,0,0,1,0,0,2,3,0,0,,28,42,19,9,0,,0,2,16,,,0,0,0,,0,3,0,4,0,,0,,,32,0,1,0,0,44,1,0,0,1115,86,119,72,0,0,11,13,0,13,1,0,5,,4,2,0,,0,1,1,0,7,0,0,0,,3,3,0,0,1,0,,0,0,626,,7,0,,1,0,29,0,0,2,11,8,,0,0,0,3,5,0,4,12,,4,13,0,16,525,99,17,2,0,54,114,0,,,,,,,0,0,33,1,2,,0,0,0,0,,0,194,1,0,47,0,0,1,3,0,3,0,0,0,0,,0,,0,0,20,1,1,37,1,16,1178,0,7,,,8,3,,3,0,13
2020-08-27,0,3,10,0,2,,0,211,3,0,11,0,2,0,2,45,0,5,5,1,0,0,,65,,11,0,985,0,0,8,0,0,,1,4,0,0,0,0,82,0,283,0,0,,11,1,2,0,0,0,0,1,1,0,,17,61,25,7,0,,0,1,20,,,1,0,35,,0,0,0,5,0,,11,,,23,1,0,1,1,56,2,0,0,1057,120,117,72,0,0,11,5,0,11,0,0,3,,6,1,0,,1,7,0,0,9,0,0,0,,3,0,0,0,0,0,,0,0,518,,10,0,,1,0,27,0,0,1,8,3,,0,0,0,1,7,0,4,7,,4,16,0,18,445,97,16,2,1,38,120,0,,,,,,,0,0,30,2,0,,1,0,0,0,,0,126,3,0,25,0,4,4,3,1,2,0,0,0,0,,0,,0,2,26,0,2,50,0,12,1115,0,7,,,7,0,,2,0,10
2020-08-28,1,5,8,0,1,,0,221,5,1,17,0,3,2,1,47,0,5,2,0,0,0,,55,,9,0,849,0,0,9,0,0,,0,13,0,0,0,0,60,0,299,0,0,,10,0,3,0,0,0,1,0,0,0,,18,33,20,8,0,,0,2,13,,,0,0,18,,0,3,0,0,0,,5,,,24,1,0,3,3,24,3,0,0,1021,105,112,74,0,0,12,9,0,20,0,0,0,,1,3,0,,0,2,0,0,7,0,1,0,,3,1,0,0,0,0,,0,0,552,,4,0,,3,0,41,0,0,5,12,2,,0,0,0,0,5,0,0,9,,4,18,1,15,488,91,8,6,1,48,108,1,,,,,,,0,0,28,2,2,,0,0,0,0,,0,115,5,0,15,0,0,0,1,0,3,0,1,0,0,,0,,4,1,36,0,0,50,1,9,941,0,4,,,8,0,,1,1,6
2020-08-29,0,4,8,0,1,,0,82,3,1,11,0,2,0,0,32,0,4,5,1,0,0,,92,,3,0,897,0,0,2,0,0,,0,3,1,0,0,0,49,0,297,0,0,,11,0,3,2,0,0,2,3,0,0,,25,33,14,6,0,,0,0,12,,,0,0,6,,0,0,0,9,0,,1,,,19,0,0,0,1,15,3,0,0,948,92,110,77,0,0,5,1,1,11,0,0,5,,9,3,0,,0,7,0,0,5,0,0,0,,3,0,1,0,0,0,,0,0,673,,9,0,,1,0,26,1,0,4,12,4,,0,0,0,0,6,0,0,1,,2,17,0,14,482,94,14,3,0,32,111,0,,,,,,,0,0,27,3,1,,0,0,0,0,,2,238,2,0,0,0,0,1,0,1,3,0,0,0,0,,0,,0,2,39,0,1,41,0,12,983,1,5,,,9,2,,0,1,1
2020-08-30,0,5,10,0,0,,0,104,5,0,41,0,2,0,0,42,0,5,3,0,0,0,,28,,4,3,401,0,0,8,0,0,,0,1,1,0,0,0,63,0,300,0,0,,0,0,1,0,0,0,2,0,0,0,,8,18,23,5,0,,0,0,23,,,0,0,3,,0,0,0,1,6,,2,,,12,0,0,1,0,16,1,0,0,971,82,103,68,0,0,14,4,1,14,0,97,2,,8,2,1,,0,5,0,0,1,0,0,0,,1,0,1,0,0,2,,1,0,339,,2,0,,5,0,33,1,0,3,14,0,,0,0,0,2,4,0,27,4,,5,12,0,14,426,101,1,1,1,39,68,0,,,,,,,0,0,30,2,1,,0,0,0,0,,1,47,1,0,0,0,0,0,0,1,3,0,0,0,0,,0,,2,0,42,0,1,35,3,1,449,0,6,,,6,0,,1,3,0
2020-08-31,0,4,9,0,1,,0,203,2,0,5,0,3,0,1,33,0,5,1,0,0,0,,61,,11,0,647,0,0,16,0,0,,0,8,0,0,1,0,45,0,299,0,0,,18,2,2,0,0,0,1,0,0,0,,29,1,22,4,0,,0,0,16,,,0,1,31,,0,0,0,3,0,,4,,,20,0,0,3,0,15,1,1,0,819,74,109,83,0,0,23,6,0,14,0,0,3,,9,1,0,,0,7,0,0,5,0,0,0,,1,1,0,0,0,0,,0,0,256,,3,0,,2,0,30,0,0,3,7,0,,0,0,0,0,3,0,8,6,,0,7,0,18,385,38,6,3,0,43,83,0,,,,,,,0,0,27,0,2,,0,0,0,0,,0,121,0,0,83,0,0,4,0,1,3,0,0,0,0,,1,,1,1,44,1,2,30,2,2,494,0,7,,,5,2,,2,1,6
2020-09-01,4,6,8,0,1,,0,259,2,0,6,1,2,0,0,35,0,5,2,0,0,0,,74,,11,0,1150,0,0,13,0,0,,3,4,0,0,0,0,32,0,388,0,0,,7,0,1,1,0,0,1,1,1,0,,28,15,19,7,0,,0,3,19,,,0,0,27,,0,0,0,4,0,,5,,,18,0,0,2,0,15,1,1,0,1045,88,101,81,0,0,15,8,0,14,0,0,0,,8,3,1,,0,4,0,0,5,0,0,0,,3,0,1,1,0,0,,0,0,827,,13,0,,2,0,43,0,0,6,11,8,,0,4,0,10,1,0,4,4,,7,16,0,22,427,39,19,2,1,60,122,0,,,,,,,0,0,32,0,2,,1,0,0,0,,0,114,2,0,58,0,0,1,-8,0,4,0,0,0,0,,0,,5,3,47,0,0,49,0,3,1061,0,3,,,5,0,,4,2,1
2020-09-02,3,6,5,0,3,,0,199,3,2,15,0,2,0,0,35,0,5,1,0,0,0,,102,,7,0,1204,0,0,6,0,0,,1,2,1,0,0,0,23,0,295,0,24,,10,0,4,3,0,0,0,0,1,0,,27,48,21,7,0,,0,0,18,,,0,0,26,,0,1,0,15,0,,2,,,12,0,0,0,0,36,3,3,0,1043,111,125,78,0,0,14,6,3,13,0,0,4,,6,1,0,,0,6,0,0,8,0,0,0,,1,0,0,0,0,1,,1,0,575,,16,-3,,2,0,32,2,0,1,12,5,,0,0,0,4,2,0,0,30,,3,12,0,10,377,26,20,3,1,40,115,1,,,,,,,0,0,27,3,1,,0,0,0,1,,0,126,3,0,42,0,0,0,7,3,4,0,1,0,0,,2,,1,1,45,0,0,51,3,10,1052,0,4,,,7,0,,1,2,3
2020-09-03,0,5,6,0,1,,0,243,3,1,59,1,3,0,0,32,0,5,1,0,0,0,,85,,9,0,867,0,0,10,0,0,,0,6,0,0,0,0,78,0,273,0,0,,7,2,3,2,0,0,1,0,0,0,,36,29,18,8,0,,0,0,10,,,0,0,17,,0,2,0,0,4,,5,,,14,2,0,3,5,30,1,1,0,1096,134,129,74,0,0,16,10,5,8,0,0,4,,9,1,0,,0,2,0,0,4,0,0,0,,1,0,0,0,0,0,,0,0,513,,12,0,,0,0,37,1,0,4,6,0,,0,0,0,21,0,0,16,7,,5,16,0,15,400,65,14,2,2,44,114,1,,,,,,,0,0,26,0,2,,0,0,4,0,,0,174,2,0,40,0,0,1,12,0,4,0,0,0,0,,1,,1,3,49,1,1,54,0,13,1031,0,4,,,4,1,,0,0,0
2020-09-04,0,5,10,0,2,,0,262,4,0,11,0,2,0,5,29,0,5,2,2,0,0,,55,,3,2,849,0,0,7,0,0,,0,1,0,0,0,0,72,0,270,0,0,,9,0,1,0,0,0,3,0,1,0,,0,26,16,5,0,,0,0,24,,,0,0,-20,,0,0,0,5,3,,1,,,21,0,4,0,0,30,0,1,0,1089,82,118,84,0,0,12,11,1,17,1,0,4,,3,1,1,,1,4,0,0,8,0,0,0,,1,0,0,0,0,0,,0,0,522,,11,0,,2,0,39,0,1,1,14,2,,2,0,0,3,3,0,0,5,,3,17,0,25,358,49,8,4,0,47,119,0,,,,,,,0,0,33,2,3,,0,0,0,0,,-1,115,2,0,184,0,0,2,3,1,3,0,0,0,0,,0,,2,3,53,0,2,53,0,10,979,1,7,,,10,0,,1,0,0
2020-09-05,0,6,10,0,2,,0,116,4,1,5,0,2,5,1,35,0,4,5,0,0,0,,55,,12,0,604,0,0,6,0,0,,0,1,1,0,0,0,57,0,268,0,0,,9,0,2,0,0,0,2,0,0,0,,39,50,16,8,0,,0,0,17,,,0,0,12,,0,0,0,2,0,,1,,,20,0,0,2,6,22,0,3,0,1065,108,110,63,0,0,15,16,2,9,0,0,5,,5,3,0,,0,4,0,0,10,0,0,0,,1,0,0,0,0,1,,0,0,475,,16,0,,1,0,37,0,1,0,9,4,,0,0,0,3,5,0,0,0,,7,12,0,14,366,53,13,5,1,38,109,0,,,,,,,0,0,34,1,2,,0,0,0,1,,0,101,1,1,0,0,9,1,0,1,3,0,0,0,0,,1,,2,6,56,0,4,51,1,12,820,0,5,,,8,0,,0,0,0
2020-09-06,3,4,7,0,0,,0,120,2,0,9,1,3,1,3,32,0,6,1,0,0,0,,0,,4,0,458,0,0,5,0,0,,0,2,0,0,0,2,41,0,256,0,0,,0,0,1,1,0,0,5,1,0,1,,5,0,19,7,0,,0,0,21,,,0,0,4,,0,0,0,1,0,,4,,,7,0,0,0,0,1,2,0,0,1016,85,139,90,0,0,12,7,1,8,0,70,3,,7,4,0,,0,4,0,0,13,0,0,0,,1,0,0,0,1,0,,0,0,232,,0,0,,1,0,32,1,0,2,9,2,,0,0,0,3,3,0,23,5,,4,11,0,23,361,85,7,2,1,43,61,1,,,,,,,0,0,32,0,1,,0,0,0,0,,0,110,2,0,0,0,1,9,0,4,4,0,1,0,0,,0,,1,0,53,0,2,35,0,2,440,0,4,,,8,0,,0,3,0
2020-09-07,3,3,6,0,3,,0,270,3,1,8,10,3,2,1,37,0,5,2,1,0,0,,1656,,9,1,320,0,0,1,1,0,,0,3,0,0,0,0,60,0,203,0,0,,32,0,3,1,0,0,1,0,1,0,,19,,11,5,0,,0,0,15,,,0,0,23,,0,0,0,1,0,,5,,,10,1,0,1,2,16,2,1,0,1133,105,117,77,0,0,17,12,1,11,1,0,2,,5,2,0,,0,9,0,0,11,0,0,0,,2,1,0,0,0,0,,0,0,223,,11,0,,1,0,33,0,0,2,11,0,,0,0,0,4,6,0,6,5,,3,13,0,14,354,15,4,3,2,33,50,0,,,,,,,0,0,26,1,1,,0,0,0,0,,0,115,5,0,98,0,0,6,0,0,3,0,0,0,0,,1,,3,1,57,0,3,32,2,3,320,0,5,,,8,0,,1,0,4
2020-09-08,3,2,9,0,4,,0,276,3,0,11,1,1,1,2,36,0,5,3,0,0,0,,43,,5,0,525,0,0,15,0,0,,0,7,0,0,0,0,30,0,202,0,12,,21,0,2,2,0,0,4,0,0,0,,25,51,19,1,0,,0,2,16,,,0,0,38,,0,0,0,5,0,,1,,,28,1,0,1,0,11,1,1,0,1115,100,132,68,1,0,20,10,2,18,2,0,0,,0,2,0,,0,7,0,0,18,0,0,0,,4,0,0,0,0,0,,0,0,703,,13,0,,3,0,33,1,4,0,6,1,,0,3,0,6,8,0,8,9,,6,8,0,14,331,26,12,3,0,41,121,1,,,,,,,0,0,30,1,2,,1,0,0,0,,0,82,3,1,78,0,0,0,3,2,3,0,0,0,0,,1,,2,2,52,0,2,58,1,32,468,0,6,,,8,0,,3,2,8
2020-09-09,2,1,10,0,2,,0,253,2,0,7,0,3,4,1,41,0,5,5,2,0,0,,49,,6,0,1157,0,0,10,0,0,,0,4,1,0,0,0,20,0,236,0,0,,12,0,3,0,0,0,3,0,0,0,,25,74,17,5,0,,0,1,17,,,0,1,32,,0,0,0,6,0,,3,,,7,0,0,0,0,10,0,2,0,1172,106,127,75,3,0,15,14,2,14,0,0,8,,6,4,1,,0,5,0,0,10,0,0,0,,0,0,0,2,1,0,,1,0,565,,9,0,,2,0,26,0,2,2,6,2,,0,0,0,3,3,0,9,6,,2,9,0,11,320,70,11,3,0,51,141,1,,,,,,,0,0,28,1,1,,0,0,0,0,,0,82,2,0,34,0,0,1,4,3,3,0,0,0,0,,2,,0,0,55,0,0,46,2,8,1105,0,8,,,8,0,,0,3,4
2020-09-10,0,2,10,0,4,,0,249,1,1,9,1,1,0,4,41,0,6,0,0,0,0,,47,,5,1,974,0,0,4,0,0,,0,8,0,0,0,0,79,0,222,0,-31,,24,0,2,2,0,0,4,2,1,0,,12,48,13,4,0,,0,1,8,,,0,0,19,,0,1,0,3,0,,4,,,21,0,1,1,0,5,0,2,0,1209,120,129,82,0,0,14,10,2,7,1,0,5,,7,4,0,,0,7,0,0,15,0,0,0,,2,0,0,0,0,0,,0,0,600,,10,0,,0,0,38,3,0,3,5,3,,0,0,0,5,3,1,11,5,,6,11,0,11,323,80,12,3,0,47,127,1,,,,,,,0,0,24,0,1,,0,0,0,0,,0,97,4,0,71,0,0,1,1,0,4,0,1,0,0,,1,,4,3,58,0,2,45,5,14,924,0,4,,,8,0,,4,0,0
2020-09-11,0,3,8,0,1,,0,241,3,2,6,2,1,2,1,34,0,6,2,1,0,0,,57,,6,0,848,0,0,7,0,0,,0,0,1,0,0,0,69,0,243,0,5,,16,0,3,0,0,0,2,0,0,0,,15,87,17,3,0,,0,0,12,,,0,0,80,2,0,0,0,3,2,,3,,,11,0,0,3,1,9,0,1,0,1201,88,115,67,0,0,20,10,0,9,1,0,4,,5,1,2,,0,10,2,0,13,0,1,0,,1,1,0,0,0,1,,0,0,534,,8,0,,1,0,33,0,0,2,5,3,,0,0,0,1,5,0,0,3,,6,13,0,11,302,42,10,3,0,35,102,0,,,,,,,0,0,24,0,1,,0,0,0,0,,1,113,5,0,48,0,1,0,3,4,3,0,1,0,0,,0,,7,4,56,0,1,53,0,6,1156,0,7,,,8,0,,2,6,2
2020-09-12,0,3,6,0,1,,0,115,2,0,7,4,2,2,3,34,0,6,4,0,0,0,,47,,4,0,767,0,0,4,0,0,,0,2,0,0,0,1,45,0,216,0,0,,7,0,7,2,0,0,3,0,1,0,,12,28,20,5,0,,0,0,10,,,0,0,18,0,0,2,0,4,1,,2,,,20,0,0,2,1,7,1,2,0,1114,106,116,60,2,0,15,6,0,13,1,0,3,,3,1,0,,0,10,0,0,2,0,0,0,,1,0,0,0,0,0,,0,0,421,,3,0,,3,0,29,4,2,0,14,1,,0,0,0,2,4,0,0,6,,6,15,0,18,294,184,13,5,0,27,117,0,,,,,,,0,0,27,2,1,,0,0,1,0,,0,49,3,0,0,0,0,0,0,4,2,0,0,0,0,,0,,1,4,48,0,3,74,1,9,749,0,7,,,9,0,,0,6,0
2020-09-13,0,4,7,0,2,,0,89,5,0,6,2,3,0,1,31,0,6,2,0,0,0,,47,,6,0,405,0,0,3,0,0,,0,3,0,0,0,0,54,0,190,0,0,,0,1,6,0,0,0,3,2,1,0,,15,39,21,3,0,,0,0,17,,,0,0,5,0,0,1,0,2,0,,3,,,8,0,0,2,0,14,0,4,0,1136,73,128,73,1,0,17,7,2,6,2,51,3,,7,2,0,,0,2,0,0,8,0,1,0,,1,0,0,1,0,0,,0,0,217,,6,0,,2,0,25,0,8,3,9,1,,0,0,0,4,2,0,18,4,,11,11,1,11,290,79,6,7,0,36,91,0,,,,,,,0,0,28,2,2,,0,0,0,0,,0,20,5,0,0,0,1,0,0,0,3,0,0,0,0,,0,,2,0,57,0,3,33,0,5,400,0,6,,,8,0,,1,0,0
2020-09-14,5,4,8,0,2,,0,315,3,2,0,1,2,1,1,26,0,6,2,0,0,0,,50,,9,1,458,0,0,9,0,0,,0,13,1,0,0,1,64,0,199,0,0,,31,0,3,0,0,0,9,0,2,0,,16,19,13,3,0,,0,3,9,,,0,0,34,0,0,0,0,2,8,,5,,,15,0,0,0,3,8,1,5,0,1054,118,156,72,0,0,20,14,2,7,2,0,2,,4,3,0,,0,5,0,0,6,0,0,0,,2,1,1,1,0,1,,0,0,228,,6,0,,1,0,36,0,8,2,15,2,,0,0,0,1,4,0,10,6,,5,7,0,14,279,259,15,4,2,22,56,0,,,,,,,0,0,37,0,0,,0,0,0,0,,0,52,4,0,101,1,1,2,0,0,2,0,0,0,0,,3,,2,10,63,0,1,34,0,9,423,0,6,,,9,0,,0,8,0
2020-09-15,1,2,12,0,3,,0,185,1,2,8,0,2,1,0,43,0,5,3,0,0,0,,53,,20,0,1082,0,0,7,0,0,,0,8,1,0,0,0,27,0,165,0,0,,12,0,3,0,0,1,11,3,0,0,,14,41,18,4,0,,0,0,13,,,0,2,50,0,0,2,0,11,0,,3,,,12,0,0,2,0,0,1,4,0,1290,124,140,80,3,0,16,9,2,13,0,0,10,,1,5,0,,0,6,0,0,15,0,0,0,,1,0,0,0,0,0,,0,0,629,,14,0,,2,0,34,2,7,3,11,2,,1,3,0,5,9,0,7,4,,3,14,0,13,286,33,24,4,1,51,150,0,,,,,,,0,0,33,1,2,,0,0,0,0,,0,142,0,0,156,0,0,0,0,1,3,0,0,0,0,,0,,1,6,67,0,2,53,2,27,1202,0,6,,,8,0,,0,4,0
2020-09-16,10,3,13,0,4,,0,264,3,0,8,1,3,0,3,21,0,6,5,0,0,0,,31,1,11,0,962,0,0,3,0,0,,0,5,1,0,0,0,18,0,190,0,0,,16,0,6,1,0,0,6,0,0,0,,11,33,17,4,0,,0,0,10,,,0,0,48,0,0,2,0,6,0,,3,,,25,0,0,0,0,15,0,8,0,1132,135,179,82,1,0,26,12,0,13,0,0,0,,3,3,0,,0,7,0,0,11,0,0,0,,1,0,0,0,0,0,,0,0,300,,16,0,,3,0,38,2,7,2,8,2,,0,0,0,3,7,0,8,6,,14,11,0,14,283,69,10,3,0,49,130,0,,,,,,,0,0,31,1,1,,0,0,0,0,,0,64,5,0,239,0,0,0,14,7,3,0,1,0,0,,0,,2,6,63,0,2,78,1,20,955,0,5,,,9,0,,0,2,0
2020-09-17,0,4,9,0,1,,0,344,2,1,5,0,2,0,1,36,0,4,1,0,0,0,,33,0,11,2,869,0,0,10,0,0,,0,5,2,0,0,0,84,0,187,0,0,,17,0,2,0,0,0,7,0,2,0,,13,33,19,5,0,,0,2,15,,,0,0,47,0,0,0,0,3,0,,9,,,27,0,0,2,1,20,0,9,0,1174,122,176,84,1,0,18,13,5,9,0,0,8,,3,4,0,,1,4,0,0,15,0,0,0,,1,1,0,0,0,0,,0,0,201,,11,0,,3,0,28,0,15,0,4,6,,0,0,0,2,7,1,13,9,,1,15,0,18,258,53,16,10,0,27,143,1,,,,,,,0,0,30,1,2,,0,0,1,1,,0,67,5,0,162,0,0,0,4,5,2,0,0,0,0,,1,,2,4,66,0,0,61,0,21,866,1,6,,,9,0,,2,0,0
2020-09-18,1,6,5,0,3,,0,196,1,0,7,5,1,0,3,22,0,2,1,1,0,0,,39,0,5,0,828,0,0,4,0,0,,1,12,1,0,0,0,57,0,0,0,1,,20,0,6,2,0,0,6,1,0,0,,12,15,18,3,0,,0,0,12,,,0,0,154,0,0,1,0,10,1,,2,,,40,0,0,2,0,24,1,6,0,1247,114,144,76,3,0,20,10,4,10,3,0,4,,4,5,0,,0,18,0,0,9,0,0,0,,1,0,1,0,0,1,,0,0,624,,16,0,,4,0,41,1,14,0,7,8,,0,0,0,1,8,1,0,7,,6,16,0,27,253,45,17,6,1,48,132,2,,,,,,,0,0,31,1,1,,0,0,0,4,,0,85,1,0,90,0,0,1,1,3,3,0,0,0,0,,0,,0,0,62,0,1,70,1,27,960,0,6,,,10,0,,0,3,0
2020-09-19,0,5,6,0,0,,0,143,2,0,5,2,2,4,1,32,0,3,7,0,0,0,,36,0,6,0,681,0,0,2,0,0,,0,7,0,0,0,0,55,0,374,0,0,,20,0,0,2,0,0,4,0,0,0,,10,40,17,4,0,,0,1,17,,,0,0,25,0,0,0,0,2,2,,4,,,29,0,0,2,0,20,0,6,0,1133,112,166,83,0,0,27,24,5,4,1,0,0,,3,1,0,,0,5,0,0,18,0,0,0,,2,0,1,0,0,2,,0,0,455,,15,0,,1,0,40,1,6,3,11,2,,0,0,0,1,6,0,0,1,,3,18,0,25,248,100,12,5,0,42,142,1,,,,,,,0,0,28,1,1,,0,0,0,1,,0,83,5,0,0,0,0,1,0,4,2,0,0,0,1,,0,,1,5,68,0,2,50,1,27,711,0,8,,,9,0,,0,1,1
2020-09-20,4,4,7,0,5,,0,254,2,0,2,1,1,1,0,26,0,4,4,1,0,0,,31,0,5,0,351,0,0,6,0,0,,0,2,1,0,0,0,32,0,169,0,0,,0,0,4,2,0,0,4,3,3,0,,3,6,20,3,0,,0,0,7,,,0,0,11,0,0,0,0,2,0,,7,,,14,1,0,0,1,18,0,8,0,1130,105,183,64,0,0,21,15,7,4,0,44,2,,0,3,0,,0,11,0,0,8,0,0,0,,4,0,0,0,0,1,,0,0,235,,2,0,,2,0,35,2,13,1,10,4,,0,0,0,3,4,0,28,4,,9,10,1,23,282,54,11,13,1,33,79,0,,,,,,,0,0,27,0,1,,0,0,0,1,,0,13,2,0,0,0,0,0,0,0,2,0,0,0,0,,0,,4,21,61,0,0,41,0,18,270,0,6,,,8,0,,1,0,0
